id,rating_id,rating,review,doc,link,is_deleted,status,create_date,modify_date
68,95,5,Company to user dummy review with 5 star rating,"[\""uploads\/document\/80c59ea17e9601b8165266872483aa8d7e0eeab67b6d85e589ce1ec01e82f899.png\""]",https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-01-16 18:19:33,2026-01-16 18:19:33
69,96,4,test,[],,0,1,2026-01-17 16:14:46,2026-01-17 16:14:46
70,96,5,test29000,,,0,1,2026-01-17 16:15:37,
71,97,5,testing review,"[\""uploads\/document\/80c59ea17e9601b8165266872483aa8d7e0eeab67b6d85e589ce1ec01e82f899.png\""]",https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-01-20 14:55:27,2026-01-20 14:55:27
72,102,4,sdgf sf sdf sd sdfs,,,0,1,2026-01-22 11:55:34,
73,102,4,sdgf sf sdf sd sdfssedfsd,,,0,1,2026-01-22 11:57:45,
74,102,5,sdgf sf sdf sd sdfssedfsd,,,0,1,2026-01-22 11:59:18,
75,109,4,Brilliant,,,0,1,2026-01-23 13:33:13,
78,112,4,test revie for rmsi company yes done by dcompany,,,0,1,2026-01-28 12:45:57,
92,114,3,Deputy test review,,https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-01-28 17:19:48,
93,114,4,Deputy test review,,https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-01-28 17:19:56,
94,94,5,8522154,,dfgszdfg,0,1,2026-01-28 17:21:12,
95,92,4,hey,,https://collarcheckbeta.com/employee,0,1,2026-01-28 17:22:38,
96,90,5,test review 123456789,,https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-01-28 17:23:16,
97,91,4,e w4e erg erg er ear jrtg,,https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-01-28 17:24:20,
98,91,4,e w4e erg erg er ear jrtg,,https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-01-28 18:02:40,
99,92,4,hey,,https://collarcheckbeta.com/employee,0,1,2026-01-28 18:03:14,
100,114,4,Deputy test review,,https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-01-28 18:43:58,
101,116,4,test,[],,0,1,2026-01-31 14:48:31,2026-01-31 14:48:31
102,117,4,test,[],,0,1,2026-01-31 14:48:48,2026-01-31 14:48:48
103,118,3,test review,,,0,1,2026-01-31 15:55:56,
104,118,3,test review approve,,,0,1,2026-01-31 16:11:10,
108,119,4,test zening done,,,0,1,2026-01-31 16:36:41,
109,120,5,test for review,,https://collarcheckbeta.com/employee,0,1,2026-02-06 12:33:19,
110,122,5,He's brilliant to handle team and work hard to achieve his task.,[],,0,1,2026-02-06 16:50:10,2026-02-06 16:50:10
111,133,5,good experience,[],,0,1,2026-02-11 17:13:27,2026-02-11 17:13:27
112,134,3,asdfas asf af,[],,0,1,2026-02-11 18:14:24,2026-02-11 18:14:24
113,137,4,Test 1,,,0,1,2026-02-12 11:13:45,
114,136,5,Hey Jadoo,,,0,1,2026-02-12 11:14:03,
115,162,3,edfg,[],,0,1,2026-02-21 15:07:44,2026-02-21 15:07:44
116,165,5,good work,[],,0,1,2026-02-25 16:45:01,2026-02-25 16:45:01
117,166,5,There are employees who complete tasks and then there’s Punch who carries responsibility like it’s his own. We never had to question his intent or his effort. He earned our trust every single day.,[],,0,1,2026-02-25 19:19:16,2026-02-25 19:19:16
118,110,4,test,,,0,1,2026-03-03 11:12:26,
119,167,5,Very Professional,,https://collarcheckbeta.com/,0,1,2026-03-03 12:29:38,
120,168,5,test review ,,,0,1,2026-03-05 16:53:07,
121,169,4, gf g asd asdgf agf ,[],,0,1,2026-03-05 16:55:22,2026-03-05 16:55:22
122,170,4,dummy review,[],,0,1,2026-03-06 17:41:25,2026-03-06 17:41:25
123,173,4,good work flow ,[],,0,1,2026-03-11 11:07:43,2026-03-11 11:07:43
124,175,5,good work ,"[\""uploads\/document\/9d3a165f3c519772b00e4097502f64c76b4438f26483cee6078d046610d8c52f.pdf\""]",https://collarcheck-v3.vercel.app/,0,1,2026-03-11 11:56:19,2026-03-11 11:56:19
125,177,4,fffsfsfsfsf fsfsf,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",fsfsffsf ,0,1,2026-03-11 15:07:44,2026-03-11 15:07:44
126,178,4,fssfs sfsfsfs,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",https://www.collarcheck.com/login,0,1,2026-03-11 15:08:37,2026-03-11 15:08:37
127,179,4,"An excellent employee who demonstrates strong work ethic and dedication. Consistently shows reliability and a positive attitude towards tasks. Their hardworking nature contributes significantly to team success. With continued growth and experience, they have great potential for further responsibilities. Overall, a valuable asset to the organization.",[],,0,1,2026-03-11 15:13:12,2026-03-11 15:13:12
128,180,3,"With a strong foundation shared with VS Code, Cursor IDE offers seamless compatibility with nearly all VS Code themes, empowering users to tailor their coding environment to personal preferences. Understanding that the ideal theme varies by individual—based on factors like color palette, contrast, and eye strain—Cursor enables a customizable, comfortable development experience. Backed by expertise in HTML5, CSS3, JavaScript, React.js, Flutter, and agile methodologies, we prioritize versatile tools that enhance productivity and user comfort across diverse projects.",[],,0,1,2026-03-11 15:33:44,2026-03-11 15:33:44
129,181,3,sfaa,[],,0,1,2026-03-11 15:50:50,2026-03-11 15:50:50
130,198,4,fhttp://localhost:3001/dashboard/company/employments?tab=1http://localhost:3001/dashboard/company/employments?tab=1http://localhost:3001/dashboard/company/employments?tab=1,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",,0,1,2026-03-12 15:50:44,2026-03-12 15:50:44
131,199,4,dadddaad,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",http://localhost:3001/dashboard/company/employments?tab=1,0,1,2026-03-12 15:50:54,2026-03-12 15:50:54
132,200,4,fofl ,"[\""uploads\/document\/ef88691576d9656a368e5652a333f412c77da6b4ee723d0c4f134af67c957c3f.pdf\""]",fsfsfsf,0,1,2026-03-12 16:14:42,2026-03-12 16:14:42
133,201,4,good,[],,0,1,2026-03-13 15:32:24,2026-03-13 15:32:24
134,201,4,good very good,"[\""uploads\/document\/f90806712666d086fee5337912b16e38c1bc29f1abe0005085bf3dd604e4d41e.pdf\""]",https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-03-13 17:09:45,
135,201,4,good very very good,"[\""uploads\/document\/3c28308a691f108346b20dd43220917a35ab191bb15f77237edbe5f818a11214.pdf\""]",https://www.wapi/recommend,0,1,2026-03-13 17:11:03,
136,202,4,fsfss fsfs sfsfsf ,[],,1,1,2026-03-18 12:51:08,2026-03-18 12:51:08
137,203,3,adadada ,[],,0,1,2026-03-18 12:51:29,2026-03-18 12:51:29
138,204,4,"Dada is an experienced professional currently serving as Head of Department (HOD). Skilled in a broad range of technologies and methodologies including HTML5, CSS3, JavaScript, React.js, Flutter development, and Rational DOORS, Dada combines technical expertise with leadership capabilities. Familiar with frameworks and concepts such as ERISA, Waterfall, JBA, PWM, and WFO, Dada effectively manages projects and teams to deliver high-quality results. Known for applying practical exercises and hands-on testing, Dada ensures continuous skill enhancement and team performance optimization.",[],,1,1,2026-03-18 12:55:10,2026-03-18 12:55:10
139,205,5,last review,[],,0,1,2026-03-18 13:11:32,2026-03-18 13:11:32
140,206,4,hsh sfgh fgh sdfh sfd,[],,0,1,2026-03-18 13:14:52,2026-03-18 13:14:52
141,207,5,jyu dfj dfjd dgf dgh,[],,0,1,2026-03-18 13:17:06,2026-03-18 13:17:06
142,208,5,fg sdfg sfdgs sgdfg,[],,0,1,2026-03-18 13:42:39,2026-03-18 13:42:39
143,209,5,hdfghjdfghddj,[],,0,1,2026-03-18 14:21:34,2026-03-18 14:21:34
144,210,5,ghjd hsf dsd,[],,0,1,2026-03-18 14:22:23,2026-03-18 14:22:23
145,211,5,vcadgbvzsdfcbdfbaddb b ,[],,0,1,2026-03-18 14:23:17,2026-03-18 14:23:17
146,212,4,d asgas adsf asasdf,[],,0,1,2026-03-18 15:09:21,2026-03-18 15:09:21
147,213,5,Good,[],,0,1,2026-03-19 14:45:28,2026-03-19 14:45:28
148,214,5,gdsgdgd dgdgddgdg,[],,0,1,2026-03-19 15:18:11,2026-03-19 15:18:11
149,214,5,gdsgdgd dgdgddgdg,,,0,1,2026-03-19 15:19:20,
150,197,4,review for sales manager Europe joining date 28th dec,,,0,1,2026-03-19 15:20:02,
151,196,5,review for sales manager Europe joined date 5th march,,,0,1,2026-03-19 15:21:40,
152,161,5,test,,,0,1,2026-03-24 11:57:49,
153,235,4,ad a agf asdf,[],,0,1,2026-03-24 11:59:11,2026-03-24 11:59:11
154,193,4,review for production officier,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",,0,1,2026-03-24 12:43:24,
155,237,3,fdvzfvgs,[],,0,1,2026-03-24 14:37:15,2026-03-24 14:37:15
156,238,4,bbnxsdfgnhs,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",sfgnhsfgvnhsf,0,1,2026-03-24 14:43:03,2026-03-24 14:43:03
157,239,4,bbnxsdfgnhs rakesh maurya,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",sfgnhsfgvnhsf,0,1,2026-03-24 14:44:03,2026-03-24 14:44:03
158,240,5,this is new review for iLyas,[],,0,1,2026-03-24 14:54:04,2026-03-24 14:54:04
159,160,4,Excellent,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",,0,1,2026-03-24 17:17:53,
160,160,4,Excellent,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",,0,1,2026-03-24 17:20:05,
161,193,4,review for production officier dfgas,,,0,1,2026-03-24 18:44:44,
162,193,4,review for production officier dfgas fgsdfh,,,0,1,2026-03-24 18:45:32,
163,244,5,sfdg sdfg xsfgs,[],,0,1,2026-03-24 18:46:15,2026-03-24 18:46:15
164,245,4,this is for testing,[],,0,1,2026-03-25 10:58:47,2026-03-25 10:58:47
165,247,1,bad,[],,0,1,2026-03-25 11:23:05,2026-03-25 11:23:05
166,248,5,good good,[],,0,1,2026-03-25 11:24:40,2026-03-25 11:24:40
167,249,4,good very good,[],,0,1,2026-03-25 11:27:00,2026-03-25 11:27:00
168,250,5,very nice,[],,0,1,2026-03-25 11:33:46,2026-03-25 11:33:46
169,251,5,wer. wefsd w eww,,,0,1,2026-03-25 11:42:29,
170,251,5,wer. wefsd w eww dfgsdfs,,,0,1,2026-03-25 11:43:43,
171,246,4,hey,,,0,1,2026-03-25 11:47:05,
172,252,4,badfgasd,[],,0,1,2026-03-25 11:54:25,2026-03-25 11:54:25
173,253,5,NEW REVIEW FROM EMPLOYEE,[],,0,1,2026-03-25 11:59:31,2026-03-25 11:59:31
174,254,5,IlYAS SHAIKH Review,[],,0,1,2026-03-25 12:01:41,2026-03-25 12:01:41
175,255,5,new review for IlYAS shaikh,[],,0,1,2026-03-25 12:02:17,2026-03-25 12:02:17
176,256,5,review 1,[],,0,1,2026-03-25 12:09:10,2026-03-25 12:09:10
177,257,5,review 2,[],,0,1,2026-03-25 12:09:32,2026-03-25 12:09:32
178,258,4,jdjhdghjf,[],,0,1,2026-03-25 13:17:28,2026-03-25 13:17:28
179,259,3,dgfjdgjdgh dfhg,[],,0,1,2026-03-25 13:17:45,2026-03-25 13:17:45
180,260,5,jhkfkfghkghjlg;lgk;l.hjk.,[],,0,1,2026-03-25 13:18:07,2026-03-25 13:18:07
181,261,4,ykfjkfhkdgch fghk hklg,[],,0,1,2026-03-25 13:18:31,2026-03-25 13:18:31
182,262,4,fgsdfhbz sdhf dfjy,[],,0,1,2026-03-25 13:18:52,2026-03-25 13:18:52
183,263,4,rtj dth fgsh gs dfg   dyj dj,[],,0,1,2026-03-25 13:19:23,2026-03-25 13:19:23
184,264,5,"6589ormy ity, uo",[],"fghjk f,gyhju",0,1,2026-03-25 13:19:39,2026-03-25 13:19:39
185,265,4,dsf gear sdrfg sd,[],shgf sth,0,1,2026-03-25 13:20:20,2026-03-25 13:20:20
186,266,5,hsft sdfh,[],sdfhg sdh,0,1,2026-03-25 13:20:58,2026-03-25 13:20:58
187,267,4,hbsdfh sdf,[],,1,1,2026-03-25 13:21:15,2026-03-25 13:21:15
188,268,5,ghjdhgj dgjh df,[],fgjh dghj,0,1,2026-03-25 13:21:38,2026-03-25 13:21:38
189,269,5,wre yerth,[],,0,1,2026-03-25 13:22:00,2026-03-25 13:22:00
190,270,5,gfhs dfgh dfg zsdfyh mi8,[],,0,1,2026-03-25 13:22:18,2026-03-25 13:22:18
191,271,5,weg sfgh sfgde sd,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",sdfhg dfhg,1,1,2026-03-25 14:32:23,2026-03-25 14:32:23
192,272,5,fdgsd sgfd sdf,"[\""uploads\/document\/f90806712666d086fee5337912b16e38c1bc29f1abe0005085bf3dd604e4d41e.pdf\""]",sdfg sdfg,0,1,2026-03-25 14:33:23,2026-03-25 14:33:23
193,273,5,sfgsd fg,"[\""uploads\/document\/f90806712666d086fee5337912b16e38c1bc29f1abe0005085bf3dd604e4d41e.pdf\""]",sfdg sgf,0,1,2026-03-25 14:59:44,2026-03-25 14:59:44
194,274,4,test,[],,0,1,2026-03-26 12:08:53,2026-03-26 12:08:53
195,274,4,test sss,,,0,1,2026-03-26 12:59:18,
196,279,0,Hello this is testing form company side,,,0,1,2026-03-26 13:38:36,2026-03-26 13:38:36
197,280,0,Hello this is testing form company side,,,0,1,2026-03-26 13:40:32,2026-03-26 13:40:32
198,280,0,This is testing for the review in company,,,0,1,2026-03-26 13:44:52,2026-03-26 13:44:52
199,288,0,Testing frontend developer position ssss,,,0,1,2026-03-26 16:45:42,2026-03-26 16:45:42
200,289,0,Testing frontend developer position ssss,,,0,1,2026-03-26 16:46:19,2026-03-26 16:46:19
201,159,4,gfdgdg,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",https://google.com,0,1,2026-03-30 12:30:13,
202,159,5,gfdgdg,"[\""uploads\/document\/5e4d40fcd8b22453a5da2d32533b128f2565f3fc7a4d1647a93c86cdbb4be37a.pdf\""]",https://google.com,0,1,2026-03-30 12:30:40,
203,158,3,sdada,"[\""uploads\/document\/ac5998bc3968d69719a0c5cc5c417e2c886d485c04509c751d8d378a08fac678.pdf\""]",,0,1,2026-03-30 12:31:36,
204,159,5,gfdgdg,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",https://google.com,0,1,2026-03-30 12:43:06,
205,158,3,sdada,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",,0,1,2026-03-30 12:43:31,
206,113,4,test revie for rmsi company,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",,0,1,2026-03-30 13:30:35,
207,292,5,dfa gf afdga ggas asd,,https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-03-30 13:35:50,
208,293,5,new review,"[\""uploads\/document\/f90806712666d086fee5337912b16e38c1bc29f1abe0005085bf3dd604e4d41e.pdf\""]",/employee/AllViewRequest,0,1,2026-03-30 13:39:38,
209,294,5,this is new,"[\""uploads\/document\/7b15d74abe6cb78688642a35cfa3c7bbe1d5afd5aed0f9420c06fcff5c2d1acb.pdf\""]",https://collarcheckbeta.com/employee/rohan-prajapati-cce160562,0,1,2026-03-30 13:41:59,
