id,user_id,device_type,device_id,device_token,status,created_at,modify_at
86,39314,Apple,79375D78-F153-45A8-ADA6-8600D825C257,dxvmW2JWj0OLlZu8pW1Fva:APA91bEUIgd6RFUSIXTKfhWBmjryUsGCqjhSZtI0lQZxw_H4llPF0nHppfDKzNkYgCo287ziUyQDCzER7AmCK8hfqPQQZ4Kqb3gDolxJwnRuaPHYXOnHg_E,1,2026-04-04 19:24:46,2026-06-23 13:17:48
87,26656,Apple,D8378CA6-28DE-4A2A-83F3-875D0B7EF2E4,69A797F78AF9E458A80C1DF2151B64F5EF3184321081918D4F27783CF91711B3,1,2026-04-04 18:26:49,2026-06-23 13:17:48
88,39314,Android,SP1A.210812.016,dsMSiKXCQbqZfrgcoM8VHt:APA91bHZfCxddrKbgZuKbCGa22ipOlkzuVE5Vjy4eKSOGCwW7UCmAwlUBSgN6_xmwCScNBmOfTHNkx9yPOS3-oQiKdE3jJEZyUvpUAlxglX6mMNp2acQM94,1,2026-05-05 14:59:38,2026-06-23 13:17:48
90,40045,Android,BP22.250325.006,f_ilpxS0SqaSDYgYZ9Z59s:APA91bH07UHiYyvXRjIYbpIpAIU8a5vFJurinxe2_GXPtzmJN5BWUvQ4mWmxz7nTM8uhWG-Gi7y_B0oHyoaUqESaA66L8N8Rjz1dCAp5tyVt7uOuSxDBWoU,1,2026-04-06 11:47:23,2026-06-23 13:17:48
91,26656,Android,BE2A.250530.026.F3,cEEklNJ7TQOfvcyQkXWeAe:APA91bEjRL6EbXy_9s_8T8_XK3rT_Ww0-FZJXGs72kUY2iti041lUU9WYqqONtiGZg-ghnQWzOJMTZ8QG4BHdKaxoCXnbpBBy41FekqdbCXPGOEcAdNiYSE,1,2026-04-04 18:32:09,2026-06-23 13:17:48
92,26656,Apple,0E858390-AE22-4753-A7D4-9C1AC319F526,dN0O8OGG_EIsnUh0xeGFV2:APA91bHPuuCMITkoJXRHQvWFcgDzklYU7Ig2RKKt9d5ZBnDS7sszZm-eTkUHUhtGmYxxyfXLbiJhuiCPNdOunSn4c31OWIR91k7uM5YFACHDjsjVHKDz4YQ,1,2026-05-01 13:32:55,2026-06-23 13:17:48
93,39346,Apple,9EAFEA76-1748-4593-B2FF-E8166DC8E7C6,fpHdqKpl-Ey6qs79nEuQQ6:APA91bHIrkK-FE5XfYUuF70ad3WGJFqsR7fyBNSIMzbJO_wnjSBm4XgKWclQnRcK_Nc4U8FKDXVq4-X12Y6JeP6xdCMFCQB5zuntpS_eDSut6hKuBbxF1gk,1,2026-04-05 16:22:09,2026-06-23 13:17:48
96,40038,Android,TP1A.220624.014,dZhLV4ZsT-mWgLIm0hZThb:APA91bEANPZWTwKdwdCcmEgYWOJab31NXXCtByGEPw781BRTEZYEOIpO0CmeAC6XzzhiC2_tLr33kcwT1cVt4NR4cEuxeof8tdD7TBb1dhoXc_thxU2Qjck,1,2026-04-06 13:12:20,2026-06-23 13:17:48
102,40053,Android,BE4B.251210.005,c3kQNv7-QzG27OC9yzpUPm:APA91bG-VUP03rB0fA681ZnH34BKLNnJU9mRIp4ago2Xw8oYKaZJTZOUxgc1sU01Bxd4YnMR8cxYqSR2zURL8xa0vstU1s3RgfJXt4LbdftXAQYCsspMK1c,1,2026-04-07 14:48:36,2026-06-23 13:17:48
103,40053,Apple,5E65E788-02F1-421D-A72B-6D6BAB870220,c2YqC0PwO0QTikQLlmpInI:APA91bG5D3lzDIoOaBb9yqu3JjoSl2cV82iVCG_LRAac-D0__HyLP2iERo3Zo0pNKD-5WS9TJW3gRqRq0I8HXoXRDhJgdO5bhHcu5gwUC7leqOG7ypCa514,1,2026-04-07 16:55:56,2026-06-23 13:17:48
105,39314,Android,TP1A.220624.014,c8n6f8XyQni2wZbFW0trng:APA91bHnWdsY_NJvMMBmet0KTBS91bH15kGiEjKaXDZ_y_eb0uw_osBYFgqvi6g9T7nRkCVtnA-rPTNsJRgzx0rrMym6-7yevhaoubtDlQ2_zZv3oKYaTDw,1,2026-06-17 12:40:31,2026-06-23 13:17:48
107,40057,Apple,C934B95C-1849-4DA8-9A44-8237741D64EA,dLhqR5-mIUK5hs-NnPMmLM:APA91bGBkHxPazTYXuzYXKzCDKOltearJR70vjxrOLUWSqhzC4dsooo-pnYP8nQdgGkGfoCuENB1fh-z6V5Wcyq3vChxUyHfDfFZv9Uv1V2YErf2SVtVnqk,1,2026-04-10 10:35:14,2026-06-23 13:17:48
108,40059,Apple,C934B95C-1849-4DA8-9A44-8237741D64EA,dLhqR5-mIUK5hs-NnPMmLM:APA91bGBkHxPazTYXuzYXKzCDKOltearJR70vjxrOLUWSqhzC4dsooo-pnYP8nQdgGkGfoCuENB1fh-z6V5Wcyq3vChxUyHfDfFZv9Uv1V2YErf2SVtVnqk,1,2026-04-10 14:35:54,2026-06-23 13:17:48
149,40094,Apple,ECD697AD-CC44-4C94-B227-918C7B677FD8,f6ZQBUOU_Uf3pVPuP3WbrM:APA91bFAG8U1VJRtKEeqPU6wm2NtKR_-fBevn3xRSbvWtqImfNqln5Scs7u9v3LfBY4awSxek-a3dLXN8soTZchVVh5xztLErs-bRmfde7MOZsL9-BNGic0,1,2026-05-14 12:46:40,2026-06-23 13:17:48
150,40094,Apple,7DA6F482-D3AF-46CE-A6B5-A6AD5EB19548,fPkNV7qwEEcukxEyf7mhZa:APA91bFNfswlxukdYnawW6LGfurIj4EdG9NwXqluIW4ycbVrVH8BMKjnjZJ3cGmU8rPUTbNSM6lIxm2yvF2YnPCqMhzug7p_K8h6wBpfrcDBxF11ppwxegs,1,2026-05-14 13:22:03,2026-06-23 13:17:48
155,40094,Apple,C834EE66-EE5A-4F72-BDDC-54562128DC97,fFBSRl26sE5pmF2EzSGVpm:APA91bGroEFo1uItJfOyIhDPpE5mJLy0EC24LFwCUD0cV7h_vPwskD3smpQ4LPAni_tMGKpGyNFV26_itxpW-OQyWSEtVPOHAMqSB5r69tDJafwyWobMqxA,1,2026-05-16 11:36:58,2026-06-23 13:17:48
156,40101,Apple,C834EE66-EE5A-4F72-BDDC-54562128DC97,fFBSRl26sE5pmF2EzSGVpm:APA91bGroEFo1uItJfOyIhDPpE5mJLy0EC24LFwCUD0cV7h_vPwskD3smpQ4LPAni_tMGKpGyNFV26_itxpW-OQyWSEtVPOHAMqSB5r69tDJafwyWobMqxA,1,2026-05-16 12:29:36,2026-06-23 13:17:48
157,40102,Apple,C834EE66-EE5A-4F72-BDDC-54562128DC97,fFBSRl26sE5pmF2EzSGVpm:APA91bGroEFo1uItJfOyIhDPpE5mJLy0EC24LFwCUD0cV7h_vPwskD3smpQ4LPAni_tMGKpGyNFV26_itxpW-OQyWSEtVPOHAMqSB5r69tDJafwyWobMqxA,1,2026-05-16 12:36:46,2026-06-23 13:17:48
158,40103,Apple,C834EE66-EE5A-4F72-BDDC-54562128DC97,fFBSRl26sE5pmF2EzSGVpm:APA91bGroEFo1uItJfOyIhDPpE5mJLy0EC24LFwCUD0cV7h_vPwskD3smpQ4LPAni_tMGKpGyNFV26_itxpW-OQyWSEtVPOHAMqSB5r69tDJafwyWobMqxA,1,2026-05-16 12:43:14,2026-06-23 13:17:48
159,40106,Apple,C834EE66-EE5A-4F72-BDDC-54562128DC97,fFBSRl26sE5pmF2EzSGVpm:APA91bGroEFo1uItJfOyIhDPpE5mJLy0EC24LFwCUD0cV7h_vPwskD3smpQ4LPAni_tMGKpGyNFV26_itxpW-OQyWSEtVPOHAMqSB5r69tDJafwyWobMqxA,1,2026-05-16 12:46:17,2026-06-23 13:17:48
160,40107,Apple,C834EE66-EE5A-4F72-BDDC-54562128DC97,fFBSRl26sE5pmF2EzSGVpm:APA91bGroEFo1uItJfOyIhDPpE5mJLy0EC24LFwCUD0cV7h_vPwskD3smpQ4LPAni_tMGKpGyNFV26_itxpW-OQyWSEtVPOHAMqSB5r69tDJafwyWobMqxA,1,2026-05-16 12:56:50,2026-06-23 13:17:48
162,40113,Apple,E8C7FF7E-D5FC-476B-BCB7-5411E763F07C,fVC0UsdexExjqtL7BYiiZJ:APA91bE4sX1SwfPBGeY1mm_fNVyiQWwFAkuay8h5GgMu-4BXjDGw3RipbAgd--PskMnrGvHutV1Vd_YbiFZp1yykbEyIy5d0iU4MdX5mvjFqqDRTvjpynlY,1,2026-05-19 13:41:25,2026-06-23 13:17:48
163,38872,Android,TP1A.220624.014,e1HYEO-uTruDoMHbP86mDF:APA91bEiMNpLntBVqJ3BazCdAxVdDyLxaSJhDuBzsgc9X5LfKNVxReVzG7pJoM1I1roWhfEKN3NJAfpGbkwErz8QKQWkJwbt7OTb23EgLAWBVju80i8CjaQ,1,2026-05-21 14:47:00,2026-06-23 13:17:48
166,39001,Apple,EE5116F6-F9C9-4F7D-875D-54BCAF83C14A,cCmhNYUVNErQqMofWSEqlE:APA91bHVNKtRc0FaqwM-ZXh87Sr91icmA-mw3iZkNr7L0XtTHcn5--xeKUJP4xviQp03qHj-oJsdMeKG6Ozx3BKF7PTS2NvwCZuoSacNjtrS1uieFCV4B48,0,2026-05-22 15:24:32,2026-06-23 13:17:48
167,39001,Android,BP2A.250605.031.A3,fpDPj6QgTuG9I9kQFhPg-b:APA91bEIBzwTgZQWI7TJxnm9RVVUD0bHMstyer8mU9IWORltRS80wBx0DA3mH4iRgVIafybJe7bAyaI791usaEoud9StigATeUtsBWbykCdbQ9CfZuVTStY,1,2026-05-30 18:22:37,2026-06-23 13:17:48
168,39001,Apple,599CF997-F5C6-4FAC-B15E-5074637BF9D4,fUe7Nu0VwEIMrMP4U7Nk3H:APA91bG0YzFus6PnH0VOGi7IISauEfimAptTQ712jjj9LmI5lln8k2lukaTIFqDTaqd1NTuPrerEoEwoXYMbRnty4IVNdIe45qcn0OxERNqQaKgbk6ypq3s,1,2026-05-22 17:01:14,2026-06-23 13:17:48
169,39001,Apple,842C0C51-DD10-4179-AE03-F3B0F3C85B0B,dmszs_R7Ykk_ieLPVbiixH:APA91bFy95kT_NnmAZKaUBwEs3XacM3cquEz3FjYSbKcg9GnAgiH6I5TsKyT2J4ly04XAJTcG4sxck0dQtr33fRSeKzgpmpSmFbuLICOoP4BkcDQ-aexXkw,1,2026-05-26 11:19:08,2026-06-23 13:17:48
170,39001,Apple,F2DE0555-FE1F-4321-A069-183CDA5E94BD,e-MtpvS8ZUVkhnwmzaLPgW:APA91bHhKvESMHs4iob20mtNRQXUtLXdShbhsC6v2QX-VJFZ9bzBp5A4OXKoRnkpXDvcqCf4_XquDn8b9fOIbyOHtlxSyXDi08lrMmJFgxVkVkvhQdZvys4,1,2026-05-26 10:59:28,2026-06-23 13:17:48
171,39001,Apple,4AA0BE03-C528-4346-B9C5-ECC57EEAE489,clvzgtW7wE2XtcK4lH0eW8:APA91bHTZu6IXcQYWCmGnWlYbp4pV7gEYxLxJJe3q55Rb941KlgsDCL345UMhGtSD8o-KqScTGbBcGSUWKH7BIzst3KMgKkMp0NexhzTTARL_WdBhbWxtZc,1,2026-05-28 15:00:59,2026-06-23 13:17:48
172,39239,Android,BP22.250325.006,dsDTbs6aQCiqXajgsHjphu:APA91bGNKhJ6Ns-okB_xqAzF_ra3fMIMegSUqTjRUke8PPYMdpd_lLttzLI0u1XCOZS7zp4DIiTN3mFF15reh8PyG701QBWOqgVbMEtYhigGJ_fnDkUKh8A,1,2026-06-05 13:17:21,2026-06-23 13:17:48
173,40135,Apple,4AA0BE03-C528-4346-B9C5-ECC57EEAE489,clvzgtW7wE2XtcK4lH0eW8:APA91bHTZu6IXcQYWCmGnWlYbp4pV7gEYxLxJJe3q55Rb941KlgsDCL345UMhGtSD8o-KqScTGbBcGSUWKH7BIzst3KMgKkMp0NexhzTTARL_WdBhbWxtZc,1,2026-05-28 17:35:36,2026-06-23 13:17:48
174,39001,Apple,D7EBEF39-6E75-41BF-B00D-CA4486AE88D0,fxs2wYDW6E8tgvg_vKslwi:APA91bE9IE4PBTG3kbYh5sIdaiVL84Ho3EJ1DABEy6YCxCcPlomsSSgVvFXKbReuPLDb9P4Z2HQCYhXUKzaFjt5siyjnXWNxAzZHw-AK5sTZZtWgvOGD-no,1,2026-05-30 11:50:10,2026-06-23 13:17:48
175,40139,Apple,D7EBEF39-6E75-41BF-B00D-CA4486AE88D0,fxs2wYDW6E8tgvg_vKslwi:APA91bE9IE4PBTG3kbYh5sIdaiVL84Ho3EJ1DABEy6YCxCcPlomsSSgVvFXKbReuPLDb9P4Z2HQCYhXUKzaFjt5siyjnXWNxAzZHw-AK5sTZZtWgvOGD-no,1,2026-05-29 12:34:23,2026-06-23 13:17:48
176,40142,Apple,D7EBEF39-6E75-41BF-B00D-CA4486AE88D0,fxs2wYDW6E8tgvg_vKslwi:APA91bE9IE4PBTG3kbYh5sIdaiVL84Ho3EJ1DABEy6YCxCcPlomsSSgVvFXKbReuPLDb9P4Z2HQCYhXUKzaFjt5siyjnXWNxAzZHw-AK5sTZZtWgvOGD-no,1,2026-05-29 16:42:01,2026-06-23 13:17:48
177,40143,Apple,D7EBEF39-6E75-41BF-B00D-CA4486AE88D0,fxs2wYDW6E8tgvg_vKslwi:APA91bE9IE4PBTG3kbYh5sIdaiVL84Ho3EJ1DABEy6YCxCcPlomsSSgVvFXKbReuPLDb9P4Z2HQCYhXUKzaFjt5siyjnXWNxAzZHw-AK5sTZZtWgvOGD-no,1,2026-05-29 18:10:53,2026-06-23 13:17:48
178,26656,Apple,F1681D9B-C9AF-47A0-86D7-F1EC693E139B,eZefr9tLPEDLqEndfnhQyz:APA91bF1MaXdfUraYu22dgL0-KrY7B7dskQSosLeSt3Q4zwsfT6K5ZWW8eIJ3ZUpuerCBVYmBURYCRBtlNGOuHwoTZ2UiIYbcqnjAAxSAL9gM5Fx6GHJU8U,1,2026-05-30 12:02:37,2026-06-23 13:17:48
179,39001,Apple,0687DB64-8867-42FB-8669-78245A26ED70,dbX7mvop7ktbgF0WmWL6AC:APA91bFeZbEKyZxHkY3CNgZV787apalkAo5DK2_JMbgLTCqNWoinKiGPxpK9l2AhPOSg_lp_eLZwt-QWfJp_ZXk9fhAhzPTwjlKEU3Z55_ROYXE2Dp0LEMI,1,2026-05-30 12:45:34,2026-06-23 13:17:48
180,39001,Apple,DA262463-FA27-45E7-93A8-3EAF373AFE5C,chelPSHqIET8uzB22Q77mJ:APA91bF-imLZhP-WIvl1VF4Yr_T48BOdeVbiGZiD0ERmx5kk38THbRP7tZMOL9Lk1ZOAgjTFSB0hMzz0hPyX7CZkZMJf1dFDlXqYUQcZYA7BG9IM3aprrb0,1,2026-05-30 13:26:20,2026-06-23 13:17:48
181,19,Android,TP1A.220624.014,e6Or3HT5SfC6V_TnuUVR6r:APA91bHvht2harvO2MdgbdmFntN_b6BOCBwuIwA1CBYkezi5HMcdkL9gp4JFrITKnOtYTPfWhdsNRvxNLqYDOTjUcrMTidXxqK57xS5FuocMk6Mt4A_Dv0Y,1,2026-06-19 15:49:00,2026-06-23 13:17:48
182,39001,Apple,B3B44C5E-93D7-452C-B379-EDE7B8F032EC,esvbNbL8bEPVnCCtum9WiR:APA91bGRCnJekWWKA6oRhaEiT4NVz4IBXHhb07EguxAZVBet7NsD1zGTLLFqwIdJWvrl2KdUXp8B-Kgo30RdDvLHX6WLylH2Wb-cJWSqFKEmdAfATzdF00A,1,2026-05-30 19:07:21,2026-06-23 13:17:48
183,39001,Apple,D8C30817-477B-4545-9B46-0C540F767073,dEG4Cah81E5Rqq6frdrPZ2:APA91bEy3DIjhpfoFUP1GHl__fhO9Lrq-VrplgH2-tIcqJo5q891hBkPGROMAvXuhbbVg0We_K6ONGtVu6vdN2W2MhgQ3glPdUAXjwwlG6D1LdTW7Xipy3g,1,2026-06-02 12:35:17,2026-06-23 13:17:48
184,40185,Apple,AD64DBDF-39C5-4082-995A-509CE4B601A4,fFMvCzUrhEN0lmHBkKtVv6:APA91bER8KY2S4IyRZZxcclXv5ch6oaJkIvT4FLuRBOXx8IIKMsBsjLO0vQXoVUocDqN8adCq6UiveURiCalDW6sf5CVWMRsgd7DjY4_1M-tKKrodRprpnw,1,2026-06-02 14:48:49,2026-06-23 13:17:48
185,40186,Apple,D8C30817-477B-4545-9B46-0C540F767073,dEG4Cah81E5Rqq6frdrPZ2:APA91bEy3DIjhpfoFUP1GHl__fhO9Lrq-VrplgH2-tIcqJo5q891hBkPGROMAvXuhbbVg0We_K6ONGtVu6vdN2W2MhgQ3glPdUAXjwwlG6D1LdTW7Xipy3g,1,2026-06-02 14:58:09,2026-06-23 13:17:48
186,40186,Apple,AD64DBDF-39C5-4082-995A-509CE4B601A4,fFMvCzUrhEN0lmHBkKtVv6:APA91bER8KY2S4IyRZZxcclXv5ch6oaJkIvT4FLuRBOXx8IIKMsBsjLO0vQXoVUocDqN8adCq6UiveURiCalDW6sf5CVWMRsgd7DjY4_1M-tKKrodRprpnw,1,2026-06-02 15:18:29,2026-06-23 13:17:48
187,40191,Apple,91EE6610-3234-4F08-9307-4F674649AB2D,f66beS_Pmku3runAmkjf53:APA91bHBrlnocIlxj6RNakqT_TmnitNGwOVy2ix530Y06qgC_ltncKMS87t0EMWISmWIeW9vtUPx5g0J3HnNkKXSNWCc4K7S-0Y0DyjPB6KD7352SJThrcY,1,2026-06-02 16:26:20,2026-06-23 13:17:48
188,39001,Apple,13A754EC-EBB3-4E46-9D14-F3892A75F507,chUjlHb8_kg2k9JJeG5ef7:APA91bFaDlY5xaTvftgRB6_lRKpMSgWes4g1SJD_MYJepv2npqYZhuIhzm-0Eqy2tqccj7WDjgWQqfHuyvvs2Zi571_mA5k31mXFUaYayQWnHLIg2Xlyeiw,1,2026-06-03 10:40:07,2026-06-23 13:17:48
189,40198,Apple,91EE6610-3234-4F08-9307-4F674649AB2D,f66beS_Pmku3runAmkjf53:APA91bHBrlnocIlxj6RNakqT_TmnitNGwOVy2ix530Y06qgC_ltncKMS87t0EMWISmWIeW9vtUPx5g0J3HnNkKXSNWCc4K7S-0Y0DyjPB6KD7352SJThrcY,1,2026-06-03 11:05:17,2026-06-23 13:17:48
190,40203,Apple,91EE6610-3234-4F08-9307-4F674649AB2D,f66beS_Pmku3runAmkjf53:APA91bHBrlnocIlxj6RNakqT_TmnitNGwOVy2ix530Y06qgC_ltncKMS87t0EMWISmWIeW9vtUPx5g0J3HnNkKXSNWCc4K7S-0Y0DyjPB6KD7352SJThrcY,1,2026-06-03 13:17:13,2026-06-23 13:17:48
191,40206,Apple,91EE6610-3234-4F08-9307-4F674649AB2D,f66beS_Pmku3runAmkjf53:APA91bHBrlnocIlxj6RNakqT_TmnitNGwOVy2ix530Y06qgC_ltncKMS87t0EMWISmWIeW9vtUPx5g0J3HnNkKXSNWCc4K7S-0Y0DyjPB6KD7352SJThrcY,1,2026-06-03 15:01:21,2026-06-23 13:17:48
192,40212,Apple,13A754EC-EBB3-4E46-9D14-F3892A75F507,chUjlHb8_kg2k9JJeG5ef7:APA91bFaDlY5xaTvftgRB6_lRKpMSgWes4g1SJD_MYJepv2npqYZhuIhzm-0Eqy2tqccj7WDjgWQqfHuyvvs2Zi571_mA5k31mXFUaYayQWnHLIg2Xlyeiw,1,2026-06-03 18:16:34,2026-06-23 13:17:48
193,40213,Apple,C10D65AE-9C4C-410B-B4E6-EF870230B01A,cffalkRewE9mly4eVI227l:APA91bFaFF0OLeACyi8o5QynL-moJXq4EKVF9t0Mm6aFIrWaMpl9cifPAWa3SEiNOiad19hW1PguO-UMpflROjsbiGlB4MCnUfxtR4LH6VT-9Y9gj0DOQBA,1,2026-06-04 11:10:44,2026-06-23 13:17:48
194,39001,Apple,C10D65AE-9C4C-410B-B4E6-EF870230B01A,cffalkRewE9mly4eVI227l:APA91bFaFF0OLeACyi8o5QynL-moJXq4EKVF9t0Mm6aFIrWaMpl9cifPAWa3SEiNOiad19hW1PguO-UMpflROjsbiGlB4MCnUfxtR4LH6VT-9Y9gj0DOQBA,1,2026-06-04 18:02:17,2026-06-23 13:17:48
195,40220,Apple,1F0C0D92-764A-499F-A6DB-D4EA4A3C376D,d-E0TRyQDkF1m8oJSDZ_kv:APA91bF_hcTbWzHDuYN6tgcP0SHIb3DfoEKAuaCvi5exVAU8q9c0GCPQCjv8chi_Kj8n59Vn4gJTWA1cAdmrR0DsfPwSJadVOxhaNNeTIP-hUnkpGWbhisQ,1,2026-06-05 13:23:41,2026-06-23 13:17:48
196,39001,Apple,1F0C0D92-764A-499F-A6DB-D4EA4A3C376D,d-E0TRyQDkF1m8oJSDZ_kv:APA91bF_hcTbWzHDuYN6tgcP0SHIb3DfoEKAuaCvi5exVAU8q9c0GCPQCjv8chi_Kj8n59Vn4gJTWA1cAdmrR0DsfPwSJadVOxhaNNeTIP-hUnkpGWbhisQ,1,2026-06-12 16:39:50,2026-06-23 13:17:48
197,39001,Apple,FBF69419-DA68-47A6-ABA2-DBC9574FE104,fgX0RwuIWUohmUjbt3tAWW:APA91bGUOhPxYdYWqLo0BII1KPE4mF8-4JlNlUqyufMOOwynSw3NDaf-Sz7qhWTo6Mezx2MGPvB-TyljzUuAAV-XCbIQQ6SawXFy11AIRjTpDkfnAnuL5Sk,1,2026-06-05 18:01:27,2026-06-23 13:17:48
198,40222,Apple,1F0C0D92-764A-499F-A6DB-D4EA4A3C376D,d-E0TRyQDkF1m8oJSDZ_kv:APA91bF_hcTbWzHDuYN6tgcP0SHIb3DfoEKAuaCvi5exVAU8q9c0GCPQCjv8chi_Kj8n59Vn4gJTWA1cAdmrR0DsfPwSJadVOxhaNNeTIP-hUnkpGWbhisQ,1,2026-06-06 10:43:06,2026-06-23 13:17:48
199,40224,Apple,FBF69419-DA68-47A6-ABA2-DBC9574FE104,fgX0RwuIWUohmUjbt3tAWW:APA91bGUOhPxYdYWqLo0BII1KPE4mF8-4JlNlUqyufMOOwynSw3NDaf-Sz7qhWTo6Mezx2MGPvB-TyljzUuAAV-XCbIQQ6SawXFy11AIRjTpDkfnAnuL5Sk,1,2026-06-06 11:34:28,2026-06-23 13:17:48
200,40225,Android,BP22.250325.006,dsDTbs6aQCiqXajgsHjphu:APA91bGNKhJ6Ns-okB_xqAzF_ra3fMIMegSUqTjRUke8PPYMdpd_lLttzLI0u1XCOZS7zp4DIiTN3mFF15reh8PyG701QBWOqgVbMEtYhigGJ_fnDkUKh8A,1,2026-06-06 10:45:05,2026-06-23 13:17:48
201,40260,Apple,146EC7F0-C233-487A-AD4A-AAD67FED9DDB,dp43L8OuZ0ZOkl9k1Avu88:APA91bH-OL2zmufdUaSTycHYJbwUVckpg-iwRzTpDVJiVTx7AcQ4XomsuQPiMGDXSlM_HUx7RwM4x8-jh9oechY1UUKk3UlYT-1B0stkRhe0w329pEzpwBQ,1,2026-06-06 15:55:27,2026-06-23 13:17:48
202,40261,Apple,146EC7F0-C233-487A-AD4A-AAD67FED9DDB,dp43L8OuZ0ZOkl9k1Avu88:APA91bH-OL2zmufdUaSTycHYJbwUVckpg-iwRzTpDVJiVTx7AcQ4XomsuQPiMGDXSlM_HUx7RwM4x8-jh9oechY1UUKk3UlYT-1B0stkRhe0w329pEzpwBQ,1,2026-06-06 16:08:53,2026-06-23 13:17:48
203,40262,Apple,146EC7F0-C233-487A-AD4A-AAD67FED9DDB,dp43L8OuZ0ZOkl9k1Avu88:APA91bH-OL2zmufdUaSTycHYJbwUVckpg-iwRzTpDVJiVTx7AcQ4XomsuQPiMGDXSlM_HUx7RwM4x8-jh9oechY1UUKk3UlYT-1B0stkRhe0w329pEzpwBQ,1,2026-06-06 17:22:08,2026-06-23 13:17:48
204,40264,Apple,146EC7F0-C233-487A-AD4A-AAD67FED9DDB,dp43L8OuZ0ZOkl9k1Avu88:APA91bH-OL2zmufdUaSTycHYJbwUVckpg-iwRzTpDVJiVTx7AcQ4XomsuQPiMGDXSlM_HUx7RwM4x8-jh9oechY1UUKk3UlYT-1B0stkRhe0w329pEzpwBQ,1,2026-06-06 18:44:10,2026-06-23 13:17:48
